status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
5550296508_10158193396566509,Hector Barajas burst into tears as he read a letter telling him that he needs to attend a naturalization ceremony the US,A deported veteran is coming back home after 14 years in Mexico,link,https://cnn.it/2uy3Fh9,https://www.facebook.com/cnn/posts/10158193396566509,2018-03-30 06:30:07,10817,289,818,8417,1906,379,12,78,25
5550296508_10158193342431509,"Actress Cate Blanchett says she ""knew nothing"" of sexual abuse allegations against director Woody Allen when they worked together, and tells Christiane Amanpour that social media ""is not the judge and jury"" when dealing with such issues.

Watch the full interview: https://cnn.it/2GjQkhS",Cate Blanchett on Woody Allen and social media,video,https://www.facebook.com/cnn/videos/10158193342431509/,https://www.facebook.com/cnn/videos/10158193342431509/,2018-03-30 06:00:55,704,202,83,585,42,12,46,0,19
5550296508_10158193293596509,"Would you pay more for your shopping to tackle plastic pollution?

People in the UK could soon have to pay a deposit when buying products in plastic containers in order to cut waste. https://cnn.it/2uuQaid",UK proposes deposit-return program to tackle plastic pollution,video,https://www.facebook.com/cnn/videos/10158193293596509/,https://www.facebook.com/cnn/videos/10158193293596509/,2018-03-30 05:31:19,2086,357,520,1861,164,38,7,12,4
5550296508_10158193247821509,"Scientists have emphasized the danger of being hit by falling debris is tiny, as low as one in 1 trillion, as the structure is likely to burn up in the atmosphere during reentry.",China's 40-foot space lab set to plunge to Earth this weekend,link,https://cnn.it/2Gq6Por,https://www.facebook.com/cnn/posts/10158193247821509,2018-03-30 05:00:09,867,111,410,689,11,143,12,8,4
5550296508_10158193207856509,"Rubber ducky, 
you're the one. 
You're just full of
bacterium",The inside of rubber duckies are full of bacteria,link,http://bit.ly/2pOvLPm,https://www.facebook.com/cnn/posts/10158193207856509,2018-03-30 04:31:03,588,137,254,400,3,85,81,14,5
5550296508_10158193163181509,"Johan van Hulst, a former Dutch senator and teacher renowned for his efforts to save hundreds of Jewish children during the Holocaust, died last week.",Teacher who saved hundreds of young Jews during the Holocaust dies at 107,link,https://cnn.it/2GFwEnP,https://www.facebook.com/cnn/posts/10158193163181509,2018-03-30 04:00:04,14047,389,3053,5142,2157,119,13,6605,11
5550296508_10158193118381509,"""The Black Lives Matter movement has been addressing (gun violence) since the murder of Trayvon Martin in 2012, yet we have never seen this kind of support for our cause and we surely do not feel the lives or voices of minorities are valued as much as those of our white counterpart,"" a student told reporters.",Black students at Marjory Stoneman Douglas High School want to be heard,link,https://cnn.it/2IeIjHs,https://www.facebook.com/cnn/posts/10158193118381509,2018-03-30 03:31:02,2901,426,380,2404,241,25,137,84,10
5550296508_10158193074056509,"President Donald J. Trump again attacked Amazon for not paying state and local taxes, but it actually does.",Trump vs. Amazon: Let's set the record straight,link,https://cnn.it/2uuLf0P,https://www.facebook.com/cnn/posts/10158193074056509,2018-03-30 03:01:04,4321,1408,1411,2399,32,135,1194,42,519
5550296508_10158193024546509,"""I don't think I've done anything different than millions of moms before me,"" she told CNN.",Hockey player breastfeeds her baby during game breaks -- like a total mom boss,link,http://bit.ly/2GTSiCE,https://www.facebook.com/cnn/posts/10158193024546509,2018-03-30 02:31:02,4658,238,284,3946,653,20,33,2,4
5550296508_10158192969581509,It's an effort to avoid overcrowding at the popular tourist location.,India limits visits to Taj Mahal to 3 hours per person,link,https://cnn.it/2IhYa8d,https://www.facebook.com/cnn/posts/10158192969581509,2018-03-30 02:00:06,931,51,142,819,8,68,27,2,7
5550296508_10158192925596509,"Russia will also close the US Consulate in St. Petersburg, Foreign Minister Sergey Lavrov said on Thursday",Russia to expel 60 US diplomats in retaliation to move by Washington,link,https://cnn.it/2IgdhPt,https://www.facebook.com/cnn/posts/10158192925596509,2018-03-30 01:31:03,756,193,163,517,17,52,155,4,11
5550296508_10158192881626509,"President Donald J. Trump said the US would ""be coming out of Syria like very soon,"" just hours after the Pentagon highlighted the need for US troops to remain in the country for the immediate future.",Trump says US will withdraw from Syria 'very soon',link,https://cnn.it/2GjyQxZ,https://www.facebook.com/cnn/posts/10158192881626509,2018-03-30 01:01:03,1366,702,234,577,32,89,407,25,236
5550296508_10158192821266509,"A ship's hull, possibly dating back to the 18th century, washed ashore in Florida https://cnn.it/2IgamX4",18th century shipwreck washes up in Florida,video,https://www.facebook.com/cnn/videos/10158192821266509/,https://www.facebook.com/cnn/videos/10158192821266509/,2018-03-30 00:31:52,3036,140,599,2430,72,527,6,1,0
5550296508_10158192756871509,"This New York City subway car was transformed to look like the set of ""Roseanne,"" and the TV series relaunch -- and sitcom star Roseanne Barr's vocal support of President Donald J. Trump -- has given riders plenty to talk about. https://cnn.it/2GiTPVY",'Roseanne' set recreated in subway car,video,https://www.facebook.com/cnn/videos/10158192756871509/,https://www.facebook.com/cnn/videos/10158192756871509/,2018-03-30 00:02:28,3271,1023,817,2105,340,87,199,29,511
5550296508_10158192715766509,"Howard University students protested following news that six university employees were fired for ""double-dipping"" financial aid.",Howard University students demand answers in financial aid scandal,link,https://cnn.it/2uxopFQ,https://www.facebook.com/cnn/posts/10158192715766509,2018-03-29 23:31:01,1179,58,165,880,13,158,21,16,91
5550296508_10158192672446509,"Mason had just been admitted to Oberlin's prestigious music school, but the 17-year-old died without hearing the news of his achievement. Now there's an effort to make sure other minority students can.",Austin victim Draylen Mason never got to go to college. There's an effort to make sure other minority students can,link,http://bit.ly/2pRr6fM,https://www.facebook.com/cnn/posts/10158192672446509,2018-03-29 23:01:06,1494,57,127,695,97,4,2,683,13
5550296508_10158192616711509,"One fought her abuser every night, another stood up to her groping boss. Meet the women driven by the #MeToo movement to run for political office.",Women seize on their past abuse to fuel their political ambition,link,https://cnn.it/2GlU8uN,https://www.facebook.com/cnn/posts/10158192616711509,2018-03-29 22:30:06,1038,131,69,876,117,8,32,0,5
5550296508_10158192556576509,"In Texas, more than 40% of juveniles are reincarcerated within three years of release. But, thanks to this chef, some youth are leaving with an internship lined up.","Out of juvenile detention, they're serving meals instead of time",link,http://bit.ly/2GDYNMm,https://www.facebook.com/cnn/posts/10158192556576509,2018-03-29 22:01:05,1405,68,208,1208,178,15,4,0,0
5550296508_10158192494431509,"One of the last remaining federal judges appointed by then-President Jimmy Carter, Reinhardt emerged as a staunch critic of the Donald J. Trump administration's deportation policies and travel ban in the final years of his life.","Judge Stephen Reinhardt, who weighed in on Prop 8 and travel ban, has died",link,https://cnn.it/2GJWoPY,https://www.facebook.com/cnn/posts/10158192494431509,2018-03-29 21:31:41,2460,243,237,823,78,36,18,1500,5
5550296508_10158192430531509,Every single one,A company just paid $29 million to cover every single teacher request on a crowdfunding site,link,https://cnn.it/2IeAG3W,https://www.facebook.com/cnn/posts/10158192430531509,2018-03-29 21:01:02,25046,494,5471,16392,6544,2080,21,4,5
5550296508_10158192338521509,President Donald J. Trump tweets photos and says that new border wall construction has started. It hasn't. https://cnn.it/2GEPHyA,Keeping Them Honest: Trump and the wall,video,https://www.facebook.com/cnn/videos/10158192338521509/,https://www.facebook.com/cnn/videos/10158192338521509/,2018-03-29 20:31:04,20879,4082,18638,7221,170,868,10281,232,2107
5550296508_10158192275426509,"The Donald J. Trump administration is taking steps toward an anticipated move to roll back greenhouse gas emissions and fuel economy rules for cars, The New York Times reports.","EPA expected to roll back fuel economy rules, NYT reports",link,https://cnn.it/2Gn2R3W,https://www.facebook.com/cnn/posts/10158192275426509,2018-03-29 19:58:04,4316,819,978,842,59,120,42,318,2935
5550296508_10158192212381509,The proposed rule change would substantially expand the type of benefits that could be considered as grounds to reject any immigrants' application to extend their stay in the US or become a permanent resident and eventually a citizen.,White House reviewing plan to restrict immigrants' use of government programs,link,https://cnn.it/2GJDAjQ,https://www.facebook.com/cnn/posts/10158192212381509,2018-03-29 19:31:03,3567,530,695,1535,127,220,35,93,1557
5550296508_10158192147606509,A GoFundMe page has been set up to help former FBI Deputy Director Andrew McCabe with his legal funds.,Legal defense fund site set up for former FBI deputy director Andrew McCabe,link,https://cnn.it/2IcdD9V,https://www.facebook.com/cnn/posts/10158192147606509,2018-03-29 19:01:04,3190,477,285,2441,312,58,341,9,
